Timestamp,CampusKey,SolarGeneration,time,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection
2020-01-01 06:30:00,3,0.25,06:30:00,10.08,11.83333333,7.253333333,73.6,5.773333332999999,167.8666667
2020-01-01 06:45:00,3,0.6440000000002328,06:45:00,11.38666667,12.06,7.226666667000001,72.33333333,0.12,175.8
2020-01-01 07:00:00,3,1.0402999999932945,07:00:00,12.5,13.04,7.686666667000001,69.93333333,0.0,176.0
2020-01-01 07:15:00,3,1.6607000000076368,07:15:00,13.15333333,14.44,7.733333332999999,64.13333333,3.986666667,164.4
2020-01-01 07:30:00,3,2.653500000014901,07:30:00,13.29333333,15.12666667,7.493333333,60.33333333,6.453333333,141.33333330000002
2020-01-01 07:45:00,3,4.375599999955739,07:45:00,14.36,15.77333333,6.946666667000001,55.8,3.68,139.6
2020-01-01 08:00:00,3,6.359199999998964,08:00:00,14.54,16.45333333,6.613333333,52.2,5.8666666670000005,122.53333329999998
2020-01-01 08:15:00,3,8.798200000055658,08:15:00,15.04666667,17.05333333,6.433333332999999,49.6,6.066666667000001,138.5333333
2020-01-01 08:30:00,3,11.242599999946835,08:30:00,15.58,17.4,5.986666667000001,47.0,4.666666667,134.66666669999998
2020-01-01 08:45:00,3,13.89649999998801,08:45:00,16.08,18.46666667,5.74,43.33333333,7.293333333,192.8
2020-01-01 09:00:00,3,17.304700000036974,09:00:00,13.91333333,19.37333333,3.433333333,34.73333333,20.76,224.1333333
2020-01-01 09:15:00,3,20.286200000016834,09:15:00,14.63333333,19.85333333,3.4,33.66666667,19.52,194.9333333
2020-01-01 09:30:00,3,22.95259999994596,09:30:00,15.27333333,20.31333333,3.26,32.4,18.46,196.2
2020-01-01 09:45:00,3,25.898900000058347,09:45:00,15.13333333,20.56,2.766666667,30.8,19.88,221.5333333
2020-01-01 10:00:00,3,28.718099999947302,10:00:00,16.83333333,21.40666667,2.98,29.66666667,15.7,198.6
2020-01-01 10:15:00,3,31.100500000000466,10:15:00,17.42,21.83333333,2.786666667,28.53333333,14.74,201.0
2020-01-01 10:30:00,3,33.19540000005509,10:30:00,16.98,22.12,2.26,27.0,18.0,182.6666667
2020-01-01 10:45:00,3,34.89479999997275,10:45:00,18.06666667,22.63333333,2.4,26.46666667,15.2,206.2666667
2020-01-01 11:00:00,3,36.12899999998626,11:00:00,18.12666667,22.91333333,1.966666667,25.2,16.02,214.7333333
2020-01-01 11:15:00,3,37.5425000000032,11:15:00,18.91333333,23.64666667,2.086666667,24.33333333,15.82,193.8
2020-01-01 11:30:00,3,39.11720000003697,11:30:00,19.14,24.12,1.173333333,22.13333333,16.32,231.7333333
2020-01-01 11:45:00,3,40.253799999954936,11:45:00,19.44666667,24.58,1.213333333,21.6,17.16,228.8
2020-01-01 12:00:00,3,41.25020000003133,12:00:00,19.96,24.9,1.08,21.0,16.08,205.8666667
2020-01-01 12:15:00,3,41.84700000001612,12:15:00,20.74666667,25.42,1.56,21.06666667,15.12,216.9333333
2020-01-01 12:30:00,3,42.46579999996902,12:30:00,20.62,25.50666667,1.513333333,20.86666667,16.08,206.7333333
2020-01-01 12:45:00,3,26.88399999999092,12:45:00,21.30666667,26.44,1.306666667,19.46666667,17.16,217.0666667
2020-01-01 13:00:00,3,25.40499999999156,13:00:00,21.93333333,26.47333333,1.426666667,19.6,14.24,262.8666667
2020-01-01 13:15:00,3,26.648000000022876,13:15:00,22.28666667,27.14,0.933333333,18.2,15.46,268.2666667
2020-01-01 13:30:00,3,25.748499999994237,13:30:00,21.7,27.48666667,0.8733333329999999,17.73333333,20.24,248.5333333
2020-01-01 13:45:00,3,27.021499999995285,13:45:00,22.06,27.70666667,0.24,16.73333333,19.0,252.0
2020-01-01 14:00:00,3,26.89920000003622,14:00:00,22.61333333,28.28666667,1.14,17.26666667,19.78,258.2666667
2020-01-01 14:15:00,3,42.855799999961164,14:15:00,22.37333333,28.08,1.193333333,17.53333333,20.0,259.1333333
2020-01-01 14:30:00,3,42.101200000033714,14:30:00,22.55333333,28.37333333,0.446666667,16.33333333,20.02,249.4666667
2020-01-01 14:45:00,3,41.32079999996495,14:45:00,23.01333333,28.32,0.966666667,17.0,17.78,248.5333333
2020-01-01 15:00:00,3,40.61079999996582,15:00:00,22.9,28.65333333,0.993333333,16.73333333,20.12,239.6
2020-01-01 15:15:00,3,39.932000000022526,15:15:00,22.47333333,28.57333333,0.3266666669999999,16.0,21.36,223.1333333
2020-01-01 15:30:00,3,38.95820000002277,15:30:00,23.02,28.84666667,1.04,16.6,20.54,246.4
2020-01-01 15:45:00,3,37.86750000000029,15:45:00,23.06666667,28.61333333,1.24,17.06666667,19.26,243.0666667
2020-01-01 16:00:00,3,36.484000000004016,16:00:00,23.58,28.77333333,1.04,16.66666667,17.32,216.2666667
2020-01-01 16:15:00,3,35.202700000030745,16:15:00,23.5,28.96666667,0.966666667,16.4,18.64,236.8666667
2020-01-01 16:30:00,3,33.59679999994114,16:30:00,23.43333333,29.2,0.466666667,15.6,19.78,210.7333333
2020-01-01 16:45:00,3,32.04700000000594,16:45:00,23.42666667,29.34666667,0.04,15.0,20.24,250.0
2020-01-01 17:00:00,3,29.805500000002212,17:00:00,23.95333333,29.36,0.12,15.06666667,17.68,237.6666667
2020-01-01 17:15:00,3,27.611200000043024,17:15:00,23.98666667,29.36,0.4733333329999999,15.46666667,17.8,233.5333333
2020-01-01 17:30:00,3,24.858799999965413,17:30:00,23.64666667,29.47333333,0.513333333,15.4,20.12,252.2666667
2020-01-01 17:45:00,3,22.262999999991735,17:45:00,24.46,29.45333333,0.786666667,15.73333333,16.06,234.1333333
2020-01-01 18:00:00,3,19.328700000020035,18:00:00,24.32666667,29.30666667,0.553333333,15.6,15.82,209.6
2020-01-01 18:15:00,3,16.513799999986077,18:15:00,23.98666667,29.2,0.82,16.0,17.28,198.4
2020-01-01 18:30:00,3,13.591299999970943,18:30:00,24.61333333,29.26,0.526666667,15.6,14.02,198.2
2020-01-01 18:45:00,3,10.653700000046229,18:45:00,24.3,29.08,0.48,15.73333333,14.72,215.5333333
2020-01-01 19:00:00,3,7.938999999976659,19:00:00,23.91333333,28.86,0.6,16.06666667,15.64,192.0666667
2020-01-01 19:15:00,3,5.471000000012282,19:15:00,23.0,28.4,1.006666667,17.0,18.28,189.6666667
2020-01-01 19:30:00,3,3.569500000005064,19:30:00,23.42666667,28.18666667,0.86,17.0,14.92,186.4666667
2020-01-01 19:45:00,3,2.2509999999965657,19:45:00,23.53333333,27.89333333,0.926666667,17.4,12.88,195.6666667
2020-01-01 20:00:00,3,1.5407999999588355,20:00:00,22.14666667,27.06,1.5666666669999998,19.13333333,16.28,179.4
2020-01-01 20:15:00,3,0.9427000000432598,20:15:00,21.95333333,26.43333333,1.6933333330000002,20.0,14.2,181.3333333
2020-01-01 20:30:00,3,0.1562000000267289,20:30:00,21.53333333,25.9,1.72,20.73333333,13.6,188.0666667
2020-01-02 06:30:00,3,0.25,06:30:00,11.06,13.16,8.646666667,73.93333333,9.16,178.93333330000002
2020-01-02 06:45:00,3,0.5645999999542254,06:45:00,12.22,13.7,8.686666667,71.66666667,6.04,192.0666667
2020-01-02 07:00:00,3,0.919499999989057,07:00:00,12.89333333,14.64666667,8.853333333,68.2,7.733333332999999,184.6
2020-01-02 07:15:00,3,1.4090000000142027,07:15:00,13.14666667,15.62,8.8,63.8,11.32,169.33333330000002
2020-01-02 07:30:00,3,2.425900000031106,07:30:00,13.23333333,16.41333333,8.566666667,59.73333333,14.68,160.2
2020-01-02 07:45:00,3,4.161099999968428,07:45:00,14.20666667,17.3,8.493333332999999,56.2,14.08,156.8666667
2020-01-02 08:00:00,3,6.106400000062422,08:00:00,15.08,18.11333333,8.393333333,52.93333333,13.6,147.0
2020-01-02 08:15:00,3,8.61909999994532,08:15:00,15.98666667,18.92666667,8.28,49.93333333,13.0,145.8
2020-01-02 08:30:00,3,11.033200000012584,08:30:00,17.02,19.75333333,8.2,47.26666667,11.92,144.7333333
2020-01-02 08:45:00,3,13.666999999994005,08:45:00,17.5,20.46666667,7.933333332999999,44.4,12.76,140.93333330000002
2020-01-02 09:00:00,3,16.603999999992084,09:00:00,18.72666667,21.24666667,7.9,42.2,10.48,136.7333333
2020-01-02 09:15:00,3,19.324000000000524,09:15:00,19.31333333,21.86666667,7.693333332999999,40.06666667,10.36,138.06666669999998
2020-01-02 09:30:00,3,21.55629999997473,09:30:00,20.45333333,22.77333333,7.613333333,37.73333333,9.133333333,147.8666667
2020-01-02 09:45:00,3,24.5767000000269,09:45:00,20.84,23.02,7.36,36.53333333,8.0,204.0
2020-01-02 10:00:00,3,27.285299999988638,10:00:00,21.56666667,23.62666667,7.586666667,35.73333333,7.64,303.6
2020-01-02 10:15:00,3,29.926700000032724,10:15:00,22.07333333,24.44,7.366666667,33.6,8.933333333,232.7333333
2020-01-02 10:30:00,3,32.1162999999724,10:30:00,21.60666667,25.42,6.3266666670000005,29.46666667,15.28,245.3333333
2020-01-02 10:45:00,3,33.879700000012235,10:45:00,21.86666667,26.10666667,6.246666667,28.13333333,17.38,271.2
2020-01-02 11:00:00,3,34.963799999968614,11:00:00,22.14666667,25.96,5.28,26.53333333,14.08,239.4
2020-01-02 11:15:00,3,36.87620000003517,11:15:00,22.71333333,26.7,5.466666667,25.73333333,15.16,240.6
2020-01-02 11:30:00,3,38.22849999999016,11:30:00,23.3,27.14666667,4.606666667,23.6,13.6,228.2
2020-01-02 11:45:00,3,39.530200000044715,11:45:00,22.76666667,27.06,3.786666667,22.4,15.08,249.5333333
2020-01-02 12:00:00,3,40.38379999995959,12:00:00,23.85333333,27.64,4.446666667,22.66666667,13.12,263.6666667
2020-01-02 12:15:00,3,40.85349999999744,12:15:00,24.22666667,28.14666667,4.32,21.8,13.57333333,220.1333333
2020-01-02 12:30:00,3,41.42149999999675,12:30:00,23.92666667,28.26666667,2.4,18.93333333,14.1,241.1333333
2020-01-02 12:45:00,3,42.501700000044366,12:45:00,24.42666667,29.11333333,2.0,17.53333333,15.46,234.1333333
2020-01-02 13:00:00,3,42.55959999994957,13:00:00,24.44,29.21333333,0.92,16.13333333,15.08,268.1333333
2020-01-02 13:15:00,3,41.03990000005433,13:15:00,25.29333333,29.35333333,2.186666667,17.53333333,12.4,231.3333333
2020-01-02 13:30:00,3,42.745299999951385,13:30:00,25.29333333,29.82,2.7,17.66666667,15.2,230.3333333
2020-01-02 13:45:00,3,42.798000000017055,13:45:00,25.43333333,30.28666667,1.186666667,15.46666667,15.68,256.2666667
2020-01-02 14:00:00,3,42.44999999998254,14:00:00,26.31333333,30.64666667,0.24,14.13333333,12.25333333,241.8666667
2020-01-02 14:15:00,3,41.693700000039826,14:15:00,26.17333333,30.62666667,0.0866666669999999,14.0,12.76,244.5333333
2020-01-02 14:30:00,3,40.99179999996704,14:30:00,26.97333333,30.71333333,1.04,14.93333333,9.8,155.93333330000002
2020-01-02 14:45:00,3,39.83329999999114,14:45:00,26.94,31.32,0.846666667,14.2,13.0,213.5333333
2020-01-02 15:00:00,3,39.51120000002993,15:00:00,27.91333333,31.91333333,0.58,13.46666667,10.81333333,271.1333333
2020-01-02 15:15:00,3,38.7497999999614,15:15:00,27.42666667,32.28666667,-0.053333333,12.6,14.72,231.6
2020-01-02 15:30:00,3,37.570200000031036,15:30:00,27.86,32.74,-0.306666667,12.06666667,14.68,260.4666667
2020-01-02 15:45:00,3,36.292700000005425,15:45:00,27.79333333,32.62666667,-1.08,11.46666667,13.84,239.0666667
2020-01-02 16:00:00,3,35.760300000001735,16:00:00,28.01333333,32.86,-1.16,11.26666667,13.86,264.0
2020-01-02 16:15:00,3,34.67799999997078,16:15:00,28.23333333,33.01333333,-2.446666667,10.13333333,12.64,234.1333333
2020-01-02 16:30:00,3,33.230500000019674,16:30:00,28.68,33.26,-2.633333333,9.866666667,11.46,282.1333333
2020-01-02 16:45:00,3,31.008000000008906,16:45:00,28.47333333,33.25333333,-3.2,9.466666667,12.25333333,213.1333333
2020-01-02 17:00:00,3,25.146799999951327,17:00:00,27.46666667,32.92,-3.446666667,9.466666667,15.54,271.6666667
2020-01-02 17:15:00,3,27.135700000020734,17:15:00,28.02,33.34666667,-3.78,9.0,14.68,258.8666667
2020-01-02 17:30:00,3,24.264299999987998,17:30:00,28.14666667,33.54,-2.8,9.6,15.64,277.2
2020-01-02 17:45:00,3,21.238900000040303,17:45:00,27.98666667,33.16666667,-2.34,10.13333333,14.82,249.2666667
2020-01-02 18:00:00,3,18.42129999997269,18:00:00,29.04,33.34666667,-1.593333333,10.6,10.78666667,253.1333333
2020-01-02 18:15:00,3,15.335299999984272,18:15:00,27.69333333,32.95333333,-1.306666667,11.06666667,15.88,235.8
2020-01-02 18:30:00,3,12.947200000024168,18:30:00,27.58666667,32.74,0.073333333,12.4,16.3,250.6
2020-01-02 18:45:00,3,10.333700000017416,18:45:00,26.76666667,32.34666667,0.786666667,13.33333333,19.04,244.0666667
2020-01-02 19:00:00,3,7.9280000000144355,19:00:00,27.53333333,32.18666667,1.32,14.0,14.7,242.9333333
2020-01-02 19:15:00,3,5.891500000012456,19:15:00,26.75333333,31.55333333,3.88,17.66666667,17.96,187.0
2020-01-02 19:30:00,3,3.9214999999749125,19:30:00,26.04,30.41333333,6.66,22.53333333,18.52,148.06666669999998
2020-01-02 19:45:00,3,2.7132999999885214,19:45:00,24.48,29.3,6.853333332999999,24.33333333,20.98,124.4
2020-01-02 20:00:00,3,1.9847999999692547,20:00:00,23.04666667,28.11333333,6.813333332999999,26.0,22.24,129.7333333
2020-01-02 20:15:00,3,1.2244000000573578,20:15:00,22.15333333,27.36666667,7.106666667000001,27.73333333,23.36,133.53333329999998
2020-01-02 20:30:00,3,0.6750999999349003,20:30:00,21.72666667,26.45333333,7.653333333,30.4,21.48,137.7333333
2020-01-03 06:45:00,3,0.5212000000465196,06:45:00,11.04,14.68,8.38,65.86666667,16.72,155.6
2020-01-03 07:00:00,3,0.8752999999560415,07:00:00,11.45333333,15.56666667,8.28,61.8,19.1,152.2666667
2020-01-03 07:15:00,3,1.396999999997206,07:15:00,12.24666667,16.62666667,8.253333332999999,57.73333333,20.44,148.66666669999998
2020-01-03 07:30:00,3,2.356400000076974,07:30:00,13.04666667,17.38,8.34,55.2,20.28,151.06666669999998
2020-01-03 07:45:00,3,4.114000000001397,07:45:00,14.42,18.30666667,8.553333333,52.86666667,18.24,147.8666667
2020-01-03 08:00:00,3,6.08449999998993,08:00:00,15.87333333,19.17333333,8.513333333,50.06666667,15.16,140.66666669999998
2020-01-03 08:15:00,3,8.565799999974843,08:15:00,16.44,19.92,8.64,48.2,16.38,146.6
2020-01-03 08:30:00,3,11.035200000020268,08:30:00,17.97333333,20.92,8.786666667,45.8,13.72,139.66666669999998
2020-01-03 08:45:00,3,13.627999999996973,08:45:00,18.8,21.84,8.813333333,43.33333333,14.2,136.93333330000002
2020-01-03 09:00:00,3,16.59179999999469,09:00:00,19.28666667,22.48666667,8.533333333,40.86666667,14.68,108.0
2020-01-03 09:15:00,3,19.569500000005064,09:15:00,20.25333333,23.57333333,8.2,37.4,14.92,107.73333329999998
2020-01-03 09:30:00,3,21.837200000023586,09:30:00,20.5,24.06,8.086666667000001,36.06666667,16.0,131.86666670000002
2020-01-03 09:45:00,3,23.989999999976135,09:45:00,21.46,24.86,8.073333332999999,34.33333333,15.16,114.0
2020-01-03 10:00:00,3,26.87550000000192,10:00:00,22.15333333,25.29333333,8.06,33.4,13.84,108.9333333
2020-01-03 10:15:00,3,29.334299999987707,10:15:00,23.26,25.88,7.933333332999999,32.0,10.96,124.53333329999998
2020-01-03 10:30:00,3,31.37649999999121,10:30:00,24.34666667,26.82,7.893333332999999,30.2,10.24,146.7333333
2020-01-03 10:45:00,3,33.11049999999523,10:45:00,25.2,27.7,7.153333333,27.33333333,9.4,103.6
2020-01-03 11:00:00,3,34.48779999998078,11:00:00,25.94666667,28.68,6.02,23.86666667,9.28,85.53333333
2020-01-03 11:15:00,3,35.42520000002696,11:15:00,26.56666667,29.37333333,5.26,21.73333333,8.866666667,174.8
2020-01-03 11:30:00,3,36.71829999997135,11:30:00,26.94666667,29.86,4.48,20.0,8.626666667,131.9333333
2020-01-03 11:45:00,3,37.974900000052,11:45:00,27.84666667,30.53333333,4.1,18.73333333,7.106666667000001,200.5333333
2020-01-03 12:00:00,3,38.04659999996511,12:00:00,28.04666667,31.36666667,2.526666667,16.0,8.893333333,293.4666667
2020-01-03 12:15:00,3,39.31899999999587,12:15:00,28.26,31.88666667,1.086666667,14.0,9.226666667,190.2666667
2020-01-03 12:30:00,3,39.855499999983294,12:30:00,28.03333333,31.80666667,0.493333333,13.46666667,9.493333333,259.8666667
2020-01-03 12:45:00,3,40.61920000002283,12:45:00,28.6,32.52,0.693333333,13.13333333,10.45333333,282.4
2020-01-03 13:00:00,3,41.07670000003418,13:00:00,28.78,32.91333333,-0.093333333,12.13333333,10.90666667,297.8
2020-01-03 13:15:00,3,41.47100000001228,13:15:00,28.44,33.18666667,-0.973333333,11.2,13.5,270.7333333
2020-01-03 13:30:00,3,41.12529999996332,13:30:00,29.58,34.22666667,-0.113333333,11.26666667,13.64,170.7333333
2020-01-03 13:45:00,3,39.40649999998277,13:45:00,29.67333333,33.76,-0.3,11.4,10.56666667,140.8666667
2020-01-03 14:00:00,3,37.260000000023865,14:00:00,29.98666667,34.7,-0.406666667,10.73333333,13.74,234.7333333
2020-01-03 14:15:00,3,40.945799999950395,14:15:00,30.18666667,34.49333333,-1.426666667,10.06666667,10.88,224.0
2020-01-03 14:30:00,3,39.42470000003959,14:30:00,30.46666667,35.11333333,-1.82,9.466666667,12.39333333,110.9333333
2020-01-03 14:45:00,3,37.516200000020035,14:45:00,30.78666667,35.06666667,-1.093333333,10.0,10.95333333,145.2666667
2020-01-03 15:00:00,3,38.54829999998037,15:00:00,30.87333333,35.55333333,-0.82,9.933333333,13.26,94.86666667
